"Číslo projektu","Soutěž","Komise","Navrhovatel","Uchazeč","Fakulta","Abstrakt","Klíčová slova","Trvání","Dotace","Způsobilé","Název"
"20-15405Y","Juniorské projekty – 2020","Oborová komise technických věd","RNDr. Pavel Solař, PhD.","Univerzita Karlova","Matematicko-fyzikální fakulta","Bude navrženo a sestaveno zařízení pro měření rychlosti nanočástic připravených pomocí plynového agregačního zdroje. Budou zkoumány metody ovlivňování rychlosti produkovaných nanočástic a následně chování nanočástic při dopadu na různé druhy substrátů s různou rychlostí a úhlem dopadu. Budou použity různé druhy nanočástic lišících se svými vlastnostmi od plasmově polymerních po kompozitní nanočástice. Při jejich interakci se substráty bude zkoumáno především, kdy dojde k jejich implantaci, adhezi k substrátu, nebo odrazu v závislosti na složení a vlastnostech nanočástic a na struktuře, složení a dalších vlastnostech substrátu. Ze substrátů budou zkoumány jednak tradiční hladké a tvrdé substráty jako sklo a křemík, dále měkké substráty jako polymery a nakonec vysoce strukturované vláknité substráty jako textilie, či tkaniny.","plazmově-polymerní nanočástice;rychlost nanočástic;interakce nanočástice-substrát",3,"3965","3965","Studium interakce nanočástic produkovaných pomocí plynového agregačního zdroje se substrátem"
"20-13001Y","Juniorské projekty – 2020","Oborová komise věd o neživé přírodě","RNDr. David Schmoranzer, Ph.D.","Univerzita Karlova","Matematicko-fyzikální fakulta","Studium kvantových kapalin jako supratekuté hélium v blízkosti teploty absolutní nuly má dalekosáhlé důsledky pro pochopení základních fyzikálních zákonů, ale i praktické využití v senzorice a přesném řízení na kvantové úrovni. V tomto projektu budeme s využitím citlivých nanoelektromechanických zařízení (NEMS) zkoumat dynamiku supratekutého hélia s důrazem na souvislosti mezi jeho elementárními excitacemi a makroskopickou hydrodynamikou. Měření disipace NEMS nám umožní určit parametry tepelných excitací a ověřit univerzální zákony popisující jednotně dynamiku plynu tepelných excitací i klasických plynů. Společně s mikrofluidickými strukturami využijeme NEMS k řešení jedné z nejdůležitějších otázek v oboru kvantové turbulence – jak přesně se disipuje energie proudění v tekutině s nulovou viskozitou. Konkrétně plánujeme využít NEMS k experimentálnímu výzkumu Kelvinových vln na zachycených kvantovaných vírech, jejichž nukleace bude uvnitř mikrofluidických struktur probíhat kontrolovaným způsobem. Experimenty doplníme numerickými simulacemi pohybu kvantovaných vírů a tepelných excitací.","supratekuté hélium;kvantová turbulence;tepelné kvazičástice;mikrofluidika;nanorezonátory",3,"4420","4420","Kvantová turbulence s nanometrickým rozlišením"
"20-13573S","Standardní projekty – 2020","Oborová komise věd o neživé přírodě","doc. Mgr. Iva Matolínová, Dr.","Univerzita Karlova","Matematicko-fyzikální fakulta","V tomto projektu navrhujeme využít jedinečnou kombinaci dvou nejmodernějších experimentálních technik: vysokotlakou rentgenovou fotoelektronovou spektroskopii (NAP-XPS) a vysokotlakou mikroskopii skenovací sondy (NAP-SPM) k testování čtyř průmyslově významných katalytických reakcí v provozních podmínkách (oxidace CO, konverze vodního plynu, rozklad metanu a parní reformování). Nanoklastry Pt a Au nesené oxidem ceričitým budou sloužit jako modelové systémy, které budou studovány před, po, ale také přímo během katalytických reakcí. Výsledky experimentů a související simulace prvního principu by měly poskytnout lepší přehled o komplexních reakčních mechanismech, které se odehrávají v reálných katalytických systémech.","Oxid ceru;modelové systémy;nesené nanostruktury;operando podmínky;NAP-XPS;NAP-STM;malé molekuly",3,"8587","8929","Studium nanostruktur nesených na CeO2: Modelové katalyzátory v in situ / operado podmínkách"
"20-07384Y","Juniorské projekty – 2020","Oborová komise technických věd","Daria Drozdenko","Univerzita Karlova","Matematicko-fyzikální fakulta","Navrhovaný projekt je zaměřen na studium fyzikálních aspektů deformačních mechanismů v Mg slitinách připravených rychlou solidifikací. Cílové materiály jsou Mg slitiny obsahující fázi periodicky-vrstevnatě uspořádanou na dlouhou vzdálenost (angl. Long Period Stacking Ordered (LPSO) phase), a vrstevnaté poruchy se segregací příměsí. Charakterizace mikrostruktury v závislosti na složení materiálu a parametry zpracování bude provedena především elektronovou mikroskopií. Aktivní deformační mechanismy v jednotlivých stádiích mechanického namáhaní budou zkoumány pokročilými in-situ metodami. Získaná experimentální data budou také použita ve formě vstupních parametrů pro modelovaní deformačního chovaní a zpevnění materiálů. Na základě získané informace o vztahu mezi mikrostrukturou a mechanickými vlastnostmi budou specifikovány nejperspektivnější materiály a způsoby optimalizace jejich přípravy. Dosažené výsledky pomohou vyvinout novou generaci hořčíkových slitin s vysokou pevností a tažností s potenciálním využitím v dopravním průmyslu či biomedicíně.","hořčíkové slitiny;LPSO fáze;rychlá solidifikace;mechanické vlastnosti",3,"4929","4929","Vývoj hořčíkových slitin s vysokou pevností a tažností připravených rychlou solidifikací"
"20-13778S","Standardní projekty – 2020","Oborová komise věd o neživé přírodě","doc. RNDr. Jan Šťovíček, Ph.D.","Univerzita Karlova","Matematicko-fyzikální fakulta","Projekt je zaměřen na studium nových trendů v homologické algebře, teorii reprezentací a algebraické geometrii. Konkrétně jde o studium a vývoj teorie exotických verzí derivovaných kategorií a jejich ekvivalencí, studium derivované komutativní algebry, algebraické geometrie a teorie reprezentací a studium homologické algebry a strukturní teorie kontramodulů nad topologickými okruhy, které byly objeveny teprve před několika lety. Navrhovatelé spolu se zahraničními spolupracovníky v nedávné době publikovali několik výsledků ve významných matematických časopisech (J. reine angew. Math., Invent. Math., Adv. Math., Mem. Amer. Math. Soc. aj.) a předkládaný projekt na ně přirozeně navazuje.","teorie reprezentací;algebraická geometrie;komutativní algebra;topologické okruhy;kontramoduly;derivované kategorie;diferenciální graduované algebry;vychylující teorie;definovatelné podkategorie;teorie aproximací",3,"15695","16066","Symetrie, duality a aproximace v derivované algebraické geometrii a teorii reprezentací"
"20-06887S","Standardní projekty – 2020","Oborová komise věd o neživé přírodě","RNDr. Luděk Klimeš, DrSc.","Univerzita Karlova","Matematicko-fyzikální fakulta","Navrhovaný projekt je věnován studiu šíření seismických vln v nehomogenních anizotropních viskoelastických prostředích s využitím paprskových a dalších vysokofrekvenčních metod. Při přímém modelování útlumu využijeme poruchový rozvoj komplexního času šíření kolem optimalizovaných reálných referenčních paprsků, který budeme pro zvýšení přesnosti kombinovat s ""coupling ray theory"" pro S vlny, se sumací Gaussovských svazků nebo balíků a s paprskově maticovými metodami. V případě strukturálních rozhraní se zaměříme na vliv útlumu na koeficienty odrazu a lomu. Kromě přímého modelování útlumu je navrhovaný projekt věnován také seismickým migracím v nehomogenních anizotropních viskoelastických prostředích.","viskoelasticita;anizotropie;nehomogenita;útlum;šíření vln;
třírozměrnné rychlostní modely;paprskové metody;čas šíření;seismické migrace",3,"4944","4944","Seismické vlny v nehomogenních anizotropních viskoelastických prostředích"
"20-22000S","Standardní projekty – 2020","Oborová komise věd o neživé přírodě","doc. RNDr. Radek Plašil, Ph.D.","Univerzita Karlova","Matematicko-fyzikální fakulta","Projekt je zaměřen na hlubší pochopení reakcí iontů a molekul, které ovlivňují přítomnost aniontu OH– v mezihvězdném prostředí. I když astrochemické modely predikují jeho hojný výskyt v temných oblacích plynu nebyl tento iont zatím detekován v mezihvězdném prostředí. Pro navrhované experimentální studium využijeme iontovou past s možností změny teploty od 10 K do 300 K. Budeme studovat tvorbu isotopologů, zánik a formování aniontu OH– především v reakcích OH– + HD, OH– + H, OH– + CH4 i dalších. K tomu využijeme také unikátním zdroj chladných atomů vodíku s teplotami od 6 K do 300 K. Výsledkem bude určení rychlostních konstant uvedených reakcí v co nejširším rozsahu teplot pod 300 K, kde zatím nebyly měřeny. Tyto údaje pak mohou být použity v astrochemických modelech a přispět k lepšímu pochopení podmínek a procesů v mezihvězdném prostředí.","astrochemie;aniont;OH-;ion-molekulové reakce",3,"5899","6460","Reakce aniontu OH– v mezihvězdném prostředí, experimentální astrochemie"
"20-11688J","Mezinárodní projekty – 2020","Oborová komise věd o neživé přírodě","doc. Mgr. Josef Mysliveček, Ph.D.","Univerzita Karlova","Matematicko-fyzikální fakulta","Selektivní elektrooxidace obnovitelných paliv vyžaduje elektrokatalyzátory kombinující optimální navázání reaktantů, přerušení vazby C-C a oxidaci produktů reakce. Tyto funkce jsou aktivní v katalyzátorech kombinujících bimetalickou a oxidovou složku. Navrhujeme studovat synergické interakce mezi kovovými a oxidovými složkami katalyzátorů v modelových systémech - oxido/kovových nanostrukturách nesených na površích kovových monokrystalů. Modelové systémy s rostoucí strukturní a chemickou složitostí budou připravovány metodami fyziky povrchů v ultravysokém vakuu a přeneseny do elektrochemického prostředí. Reaktivita a selektivita modelových systémů bude studována pokročilými spektroelektrochemickými metodami. Metodika projektu umožní určit vztahy mezi strukturou, reaktivitou a selektivitou potřebné pro efektivní navrhování nových multifunkčních elektrokatalyzátorů pro konverzi paliv z obnovitelných zdrojů. Realizace oxido/kovových modelových systémů představuje důležitý krok v rozvoji oboru modelové elektrokatalýzy.","fyzika povrchů;modelové katalyzátory;elektrokatalýza;povrchové spektroskopie;povrchové mikroskopie;etanolový palivový článek;paládium;rhodium;nanoslitiny;reducibilní oxidy;",3,"5739","5865","Komplexní modelové elektrokatalyzátory pro selektivní transformaci obnovitelných paliv"
"20-08218S","Standardní projekty – 2020","Oborová komise věd o neživé přírodě","Mgr. Josef Ďurech, Ph.D.","Univerzita Karlova","Matematicko-fyzikální fakulta","Cílem navrhovaného výzkumu je aplikovat algoritmy strojového učení a standardní metody inverze světelných křivek na fotometrii řídkou v čase z celooblohových přehlídek. Použitím algoritmů strojového učení na výsledky inverze světelných křivek budeme moci produkovat nevé modely tvaru a spinu planetek automaticky a objektivně bez potřeby vizuální kontroly modelů a s pouze malým počtem falešných pozitivních řešení. To je nezbytný krok na cestě k efektivnímu a spolehlivému zpracování velkých dat ze současných a budoucích přehlídek. Odvozené modely nám pomohou zmapovat rozdělení fyzikálních vlastností planetek v hlavním pásu. Soustředíme se na členy kolizních rodin a použijeme odvozené informace o tvaru a spinu členů rodin k omezení a ověření teoretických a numerických modelů katastrofického původu rodin a jejich dynamického vývoje. Konkrétně budeme porovnávat distribuci fyzikálních parametrů planetek s našimi SPH simulacemi.","planetky;strojové učení;velká data;fotometrie;inverzní metody;SPH simulace",3,"5034","5034","Algoritmy strojového učení aplikované na rekonstrukci tvaru planetek v éře velkých dat"
"20-21727X","EXPRO - 2020","EXPRO","Mgr. Martin Setvín, PhD.","Univerzita Karlova","Matematicko-fyzikální fakulta","Materiály schopné samovolné elektrické polarizace se nazývají feroelektrické. Tato vlastnost je dobře pochopená v o objemu pevných látek, ale je velmi málo znalostí o tom, jak se projevuje na površích. Feroelektrické materiály mají velmi slibné vlastnosti pro generaci obnovitelných paliv: Dosahují unikátní efektivity ve fotokatalýze, nabízejí flexibilitu v ladění katalytických vlastností povrchů, nebo mohou generovat palivo během fázového přechodu do/z feroelektrického stavu. 
Největší bariéra v pochopení jevů probíhajících na jejich površích spočívá v komplikovaném chemickém složení a typicky nevodivém charakteru feroelektrických materiálů. Tenhle problém byl v posledních letech překonán přípravou vhodných modelových povrchů (KTaO3 a SrTiO3) a jejich charakterizací na atomární úrovni pomocí nekontaktního AFM.  Tento projekt je zaměřen na pochopení fundamentálních principů použití feroelektrických vlastností pro produkci obnovitelných paliv.","nekontaktní AFM;STM;Fyzika povrchů;perovskity;povrchy oxidů;feroelektrické vlastnosti;fyzikální chemie",5,"33384","40524","Feroelectricé perovskity pro využití v obnovitelné enegetice"
